IE_XML_ID;IE_NAME;IP_PROP310;IC_GROUP0;IC_GROUP1;IC_GROUP2
1q21;Протромбин по Квику (ПТИ+МНО);400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";      Коагулограмма ;
1q22;Фибриноген;200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";      Коагулограмма ;
1q23;Агрегация тромбоцитов коллагеном;600;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";      Коагулограмма ;
1q24;Волчаночный антикоагулянт (ТТИТ+LA-1/LA-2);600;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";      Коагулограмма ;
1q25;Биохимия общ.(Creatinine,Urea, Protein total, Glucose, Bilirubin total, АЛТ, АСТ) обмен белков;700;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q26;Альбумин (Albumin) обмен белков;120;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q27;Креатинин (Creatinine) обмен белков;120;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q28;Мочевина (Urea) обмен белков;120;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q29;Мочевая кислота обмен белков;130;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q30;Общий белок (Protein total) обмен белков;120;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q31;Белковые фракции (электрофорез) обмен белков;300;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q32;С-реактивный белок (СРБ, CRP) специфические белки;260;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q33;Ревматоидный фактор (РФ, Rheumatoid factor, RF) специфические белки;280;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q34;a-1 антитрипсин специфические белки;650;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q35;Антистрептолизин О специфические белки;300;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q36;Глюкоза (Glucose) обмен углеводов;120;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q37;Гликозилированный гемоглобин обмен углеводов;400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q38;Глюкозо-толерантный тест обмен углеводов;300;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q39;Инсулинорезистентность: глюкоза, инсулин, индекс HOMA, индекс CARO обмен углеводов;480;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q40;Триглицериды (Triglycerides) обмен липопротеинов;150;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q41;Холестерол общий(холестерин,Cholesterol total) обмен липопротеинов;130;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q42;Холестерол ЛПНП(холестерин липопротеинов низкой плотности) обмен липопротеинов;160;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q43;Холестерол ЛПВП(холестерин липопротеинов высокой плотности) обмен липопротеинов;150;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q44;Липидограмма (об.холестерин, ХС-ЛПВП, ХС-ЛПНП, триглицериды, КА) обмен липопротеинов;560;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q45;Гомоцистеин обмен липопротеинов;1050;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q46;Лептин  обмен липопротеинов;500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q47;Билирубин общий (Bilirubin total) обмен пигментов;130;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q48;Билирубин прямой обмен пигментов;130;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q49;Фракции Билирубина (прямой+непрямой) обмен пигментов;180;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q50;Креатинкиназа (КФК) ферменты;140;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q51;Креатинкиназа - МВ (КФК-МВ) ферменты;290;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q52;Лактатдегидрогеназа (ЛДГ) ферменты;130;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q53;Лактатдегидрогеназа (ЛДГ) 1,2 фракции ферменты;170;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q54;АЛТ ферменты;120;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q55;АСТ ферменты;120;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q56;ЩФ (щелочная фосфатаза) ферменты;130;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q57;Альфа-амилаза ферменты;160;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q58;Амилаза панкриатическая ферменты;320;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q59;Печеночный ГГТ ферменты;130;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q60;Фосфор неорганический (P, Phosphorus) электролиты;130;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q61;Калий (К+, Potassium),Натрий (Na+, Sodium), Хлор (Сl-, Chloride) электролиты;180;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q62;Кальций общий (Ca, Calcium total) электролиты;150;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q63;Магний (Мg, Magnesium) электролиты;150;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q64;Сыворточное железо (Fe, Iron) электролиты;150;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q65;Трансферрин электролиты;380;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q66;Ферритин электролиты;480;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q67;Латентная железосвязывающая способность сыворотки (ЛЖСС) электролиты;200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q68;Общая железосвязывающая способность сыворотки (ОЖСС) (включая определение железа, ЛЖСС) электролиты;150;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Биохимия ;
1q69;Трийодтиронин свободный(Т3 свободный);290;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Функция щитовидной железы





";
1q70;Тироксин свободный(Т4 свободный);290;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Функция щитовидной железы





";
1q71;Тиреотропный гормон(ТТГ,тиротропин);290;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Функция щитовидной железы





";
1q72;Тиреоглобулин(ТГ);380;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Функция щитовидной железы





";
1q73;Антитела к тиреоглобулину (анти-ТГ);380;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Функция щитовидной железы





";
1q74;Антитела к тиреоидной пероксидазе(АТ-ТПО);380;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Функция щитовидной железы





";
1q75;АТ к рТТГ(антитела к рецепторам ТТГ);790;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Функция щитовидной железы





";
1q76;Общий Т3;290;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Функция щитовидной железы





";
1q77;Лютеинизирующий гормон (ЛГ);300;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q78;Фолликулостимулирующий гормон (ФСГ);300;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q79;Пролактин (в т.ч.определение микропролактина);520;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q80;Прогестерон;330;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q81;Эстрадиол (Е2);300;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q82;Эстриол свободный (ЕЗ);360;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q83;Тестостерон;300;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q84;Тестостерон свободный;680;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q85;Дигидротестостерон(DHT);950;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q86;Хорионический гонадотропин человека(ХГЧ);300;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q87;Плацентарный лактоген;700;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q88;Ассоциированный с беременностью плазменный белок A(PAPP-A)+свободный b-хорионический гонадотропин(b-хгч);850;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q89;17-ОН прогестерон(17-ОП);380;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q90;Глобулин, связывающий половые гормоны (SHBG);400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q91;Антиспермальные антитела;800;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q92;Антитела к ХГЧ;1000;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q93;Антимюллеровый гормон;1200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q94;Женская фертильность: анализ полиморфизмов в генах (1 чел.) Ц МТ;7500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q95;Мужская фертильность: анализ мутаций и полиформизмов в генах (1 чел.) Ц МТ;7500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Состояние репродуктивной системы и мониторинг беременности





";
1q96;Адренокортикотропный гормон,кортикотропин(АКТГ) лед;450;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Гипофизарно-надпочечниковая система





";
1q97;Кортизол(гидрокортизон);350;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Гипофизарно-надпочечниковая система





";
1q98;Дегидроэпиандростерон-сульфат(ДГЭА-С);360;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Гипофизарно-надпочечниковая система





";
1q99;Альдостерон;1200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Гипофизарно-надпочечниковая система





";
1q100;Ренин;880;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Гипофизарно-надпочечниковая система





";
1q101;С-Пептид (C-Peptide);400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Функция поджелудочной железы и диагностика диабета





";
1q102;Инсулин (Insulin);400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Функция поджелудочной железы и диагностика диабета





";
1q103;Антитела к инсулину;700;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Функция поджелудочной железы и диагностика диабета





";
1q104;Антитела к β-клеткам поджелудочной железы;1200;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Функция поджелудочной железы и диагностика диабета





";
1q105;Антитела к глутамат-декарбоксилазе (GAD);1500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Функция поджелудочной железы и диагностика диабета





";
1q106;Соматотропный гормон (соматотропин, СТГ, Growth hormone, GH);500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q107;Паратгормон;480;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q108;Кальцитонин (лед);580;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q109;Общий Т4;290;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q110;Витамин D;1900;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q111;Витамин А;1600;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q112;Витамин В1;1600;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q113;Витамин В5;1600;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q114;Витамин В6;1600;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q115;Витамин В9 (фолиевая кислота);600;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q116;Витамин В12;550;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q117;Витамин С;1600;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q118;Витамин Е;1700;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q119;Витамин К;1600;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q120;Водорастворимые витамины (В1, В5, В6, В9, В12, С);6800;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q121;Комплексный анализ крови на витамины (А,D,Е,К,С,В1,В5,В6,В9,В12) ;12500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q122;Ненасыщенные жирные кислоты семейства Омега-3 (эйкозапентаеновая кислота, докозагексаеновая кислота, Витамин Е (токоферол);4000;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q123;Определение Омега-3 индекса (оценка риска внезапной сердечной смерти, инфаркта миокарда и других сердечно-сосудистых заболеваний);4500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q124;Комплексный анализ крови на ненасыщенные жирные кислоты семейства Омега-6 (линолевая кислота, линоленовая кислота, арахидоновая кислота);4500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q125;Комплексный анализ крови на аминокислоты (12 показателей: аланин, аргинин, аспаргиновая кислота, цитруллин, глутаминовая кислота, глицин, метионин, орнитин, фенилаланин, тирозин, валин, лейцин/изолейцин);3500;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";"Другие





";
1q126;Скрининг TORCH-инфекций :  Антитела классов и IgG к возбудителям краснухи,токсоплазмоза,цитомегаловирусной инфекции,простого герпеса1-го и 2-го типов ;1400;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Скрининг TORCH-инфекций;
1q127; Антитела классов  IgM и IgG  к возбудителям краснухи,токсоплазмоза,цитомегаловирусной инфекции,простого герпеса1-го и 2-го типов ;3000;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Скрининг TORCH-инфекций;
1q128;"Авидность антител позволяет уточнить сроки инфицирования для исключения первичной инфекции. Состав: Антитела к токсоплазме: IgM, IgG, авидность; Антитела к вирусу краснухи: IgM, IgG, авидность; Антитела к вирусу простого герпеса I, II типов: IgM, IgG, авидность; Антитела к цитомегаловирусу: IgM, IgG, авидность IgG";4000;"ЛАБОРАТОРНЫЕ УСЛУГИ (получение, подготовка к исследованию, обеспечение сохранности биологического материала,  исследование биологического материала)





";Скрининг TORCH-инфекций;
