ID;Дата создания;Заголовок;Анонс;Текст;Дата;Источник
37083;;Внимание, АКЦИЯ по криоконсервации ;Реальная экономия при проведении ЭКО;Уважаемые пациенты, планирующие проведение ЭКО в летний период! Только летом, с 01.06. по 31.08. включительно.  Криоконсервация эмбрионов и хранение в течение 6 мес. - в ПОДАРОК!    Таким образом, калькулятор расходов для проведения ЭКО в этот период такой: обследование пары - порядка 30.000 руб., ЭКО (стандарт, без ИКСИ) - 63.750, препараты для стимуляции - порядка 70.000 руб., криоконсервация и хранение эмбрионов - 0 руб.,  и таким образом, экономия при проведении ЭКО составит 12.500 руб.  Справки по телефону 8 800 775 6969.;;
36726;;Туда тоже колят гиалуронку...;Омоложение тканей;Безоперационная интимная пластика - это метод омоложения тканей влагалища, активации точки G. После проведения осмотра, чтобы исключить воспалительные заболевания половой сферы, врач с помощью шприца с длинной иглой проводит введение препарата гиалуроновой кислоты в ткани влагалища. После процедуры возобновлять половую жизнь можно через 2-3 дня, с новыми ощущениями. Для усиления эффекта рекомендуется совместить процедуру введения гиалуроновой кислоты с плазмолифтингом. Кратность проведения безоперационной интимной пластики - по ощущениям пациентки, не чаще чем 1 раз в полгода. Телефон для записи на приём к врачу Илюсе Рафатовне Фазлетлиновой 8 800 775 6969. ;;
36675;;Комфортно, качественно, оперативно;Хорошая клиника на Зорге, 75;В клинике на Зорге, 75 ведут приём специалисты: кардиолог, терапевт, маммолог, флеболог, гастроэнтеролог, проктолог. Тем кто рядом живет удобно сутра сдать анализы, сделать капельную систему, провести УЗИ (все виды). В клинике можно получить медицинские услуги и по полису ДМС.   Телефон для записи на приём 8 800 775 6969. Ждем Вас! ;;
36674;;Лечебная грязь с Якты-куля;Грязелечение гинекологических заболеваний;В клинике на Кирова, 52 для лечения хронических гинекологических заболеваний введена процедура грязелечения, с применением грязей с озера Якты-куль. Процедура проводится строго по направлению врача гинеколога. Стоимость 1-й процедуры - 250 руб. Справки по телефону 8 800 775 6969. ;;
36203;;Режим работы в мае;Как работают все клиники сети:;Уважаемые пациенты!  Просим Вас заранее спланировать свои визиты в клиники сети.   Клиника на ул.Кирова, 52:   2, 4, 11 мая - с 9 до 14 ч.  5,6,7,8 мая - в обычном режиме с 8 до 20ч.  1, 3, 9, 10 мая - выходные  Клиника на ул.Р.Зорге, 75  4, 11 мая - с 9 до 14 ч.  5,6,7,8 мая - в обычном режиме с 8 до 20ч.  1, 2, 3, 9, 10 мая - выходные   Клиника на ул.Г.Кусимова, 15/1  4, 11 мая - с 9 до 14 ч.  5,6,7,8 мая - в обычном режиме с 8 до 20ч.  1, 2, 3, 9, 10 мая - выходные   Телефон для записи на приём 8 800 775 6969;;
35807;;Снижение цен ;на неинвазивный пренатальный тест (НИПТ);Уважаемые пациенты!   Снижена цена на неинвазивный пренатальный тест НИПТ, который проводится на ранних сроках беременности по венозной крови матери с целью выявления пороков развития, таких как синдром Дауна, Эдвардса, Патау и других половых хромосом. Стоимость проведения такого исследования - 35.500 руб.   Если у вас возник вопрос о проведении такого исследования, то рекомендуем сначала посетить врача, специализирующегося на методах ранней диагностики пороков развития плода, Крюкову Нурию Искандаровну, а вместе со специалистом определить необходимость проведения данного исследования. Телефон для записи на приём 8 800 775 6969;;
35805;;Выгодное предложение: Клубная карта;Почему выгодно получать медицинские услуги по клубной карте:;"1. Комплексная диагностика состояния здоровья по программам &laquo;Здоровье женщины 40+&raquo; или &laquo;Здоровье мужчины40+&raquo;, что даёт более качественные результаты обследования.  2. Обслуживание по Клубной карте проходит при сопровождении профильного специалиста.  3. Экономия 5-10% расходов при получении медицинских услуг, не входящих в программы обследования. Подробная информация здесь.  Обслуживание по Клубной Карте проводится в клинике на ул.Р.Зорге, 75  Телефон для справок 8 800 775 6969";;
35802;;Информация для специалистов:;обследования на ЗОРГЕ, 75;Уважаемые коллеги!  Сообщаем Вам об открытии филиала клиники «Здоровье женщины» по адресу   ул.Р.Зорге, 75  В филиале ведут приём специалисты:                                                                                               гинеколог, маммолог, уролог (с урофлоуметрией), эндокринолог, гастроэнтеролог (включая ФГС и определение уровня кислотности и хеликобактера), проктолог (с амбулаторными видами лечения), флеболог, ортопед, психотерапевт  Проводится ультразвуковая диагностика на аппарате Voluson E8 в формате 4D:  УЗИ брюшной полости и почек, мочевого пузыря  УЗИ малого таза и молочных желез  УЗИ щитовидной железы  УЗИ простаты (ТРУЗИ) и мошонки  Ультразвуковое дуплексное  сканирование сосудов шеи и транскраниальная допплерография  сосудов головы  УЗИ беременных в формате 4D, скрининг по программе PRISCA и ASTRAJA  (специалисты с FMF-сертификатом)  Нейросонография (для детей с рождения), все виды УЗИ для детей с рождения  Функциональная диагностика:  эхокардиография  суточное мониторирование по Холтеру (c расшифровкой)  СМАД (с расшифровкой)  Запись на приём по тел. 8 800 775 6969 (звонок бесплатный с любого оператора)  ;;
35194;;Дисконтные карты;Вводим новые дисконтные карты;"Уважаемые пациенты! По вашим просьбам мы разработали новую систему дисконтных карт. Старые дисконтные карты утрачивают свою силу с 10 апреля, и те пациенты, кто желает заменить карты на новые - ДОбро пожаловать в клинику. Дисконтные карты нового образца выдаются во всех филиалах клиники - на Кирова, 52, на Зорге, 75, на Кусимова, 15/1. Правила пользования дисконтными картами здесь.  Ждем Вас! Рекомендуем совместить замену карты с визитом к какому-либо специалисту.&nbsp;  &nbsp;  С уважением, администрация клиники";;
34973;;Справка медицинская;Новая услуга в клинике на Зорге, 75;Уважаемые пациенты!  В клинике на ул.Р.Зорге, 75 проводиться обследование для получения медицинской справки в бассейн, для спортивных занятий. 18+;;
34809;;Всё по расписанию! ;Внимание! Изменилось расписание приёмов;Уважаемые пациенты! Просим Вас обратить внимание на изменение расписания приёмов специалистов в клинике на Кирова. И конечно - просмотрите расписание приёмов в клинкие на Зорге, возможно в этой клинике вам будет удобнее. ;;
34780;;Качество жизни - забота специалиста;Гиалуроновая кислота - для омоложения;Милые дамы! Вопрос сохранения молодости и здоровья актуален всегда, даже тогда, когда речь идет не только о коже лица и шеи, но и тканях интимных зон. Наш специалист Илюся Рафатовна Фазлетдинова поможет Вам в выборе способа омоложения тканей - безоперационная пластика в виде инъекций препаратов с гиалуроновой кислотой или плазмолифтинг. Телефон для записи на приём 8 800 775 6969. ;;
34536;;Новые специалисты;Врач Илюся Рафатовна ;Добрый день!  Врач акушер-гинеколог Илюся Рафатовна Фазлетдинова начала приём в нашей клинике. Илюся Рафатовна - врач высшей категории, кандидат медицинских наук, проводит все виды обследования и лечения гинекологических заболеваний, в том числе радиоволновая терапия, плазмолифтинг, интимное омоложение тканей половых органов. Записаться на приём можно по единому номеру 8 800 775 6969. ;;
34495;;Клиника на ул.Р.Зорге, 75;с 26 марта 2015 г.;"УВАЖАЕМЫЕ ПАЦИЕНТЫ!  Филиал клиники ""Здоровье женщины"" на ул.Р.Зорге, 75 начнет свою работу 26 марта 2015 г.  Специалисты: гинеколог, эндокринолог, маммолог, уролог, проктолог, гастроэнтеролог, флеболог, педиатр, невролог, психотерапевт.  Функциональная диагностика: эхокардиография, ЭКГ, мониторинг по Холтеру, СМАД, УЗДГ+ТКДГ  Все виды УЗИ, все виды анализов  А также: урофлоуметрия  Запись на прием по единому номеру 8 800 775 6969  ЖДЁМ ВАС!";;
33918;;Сохраним здоровье и молодость вместе! ;Открытие филиала клиники;"Уважаемые пациенты!  Филиал клиники ""Здоровье женщины 40+"" откроется 16 марта 2015 г.  Адрес клиники: ул.Р.Зорге, 75  В филиале будут вести приём специалисты, занимающиеся вопросами сохранения активного долголетия, профилактики возникновения возрастных и онкологических заболеваний: гинекологи, урологи, маммологи, эндокринологи, терапевты, гастроэнтеролог, флеболог, невролог, ортопед. ";;
33917;;Стационар с комфортом;Дневной стационар для беременных;Милые дамы!  В клинике на Кирова, 52 работает дневной стационар для беременных: внутривенные капельные инфузии под наблюдением врача, комфортная обстановка. Пребывание в дневном стационаре показано при отклонениях в развитии беременности на срок не менее чем 5 дней.  Больничный лист выдается на весь период пребывания в стационаре.;;
33110;;Уточнение по расписанию;Как работаем в январе;"Уважаемые пациенты! В разделе ""Расписание приёма"" размещена информация о графике приёма врачей с 12 января. График приёма до 12 января уточняйте по телефону 8 800 775 69 69. ";;
33029;;Пора в декрет! ;Как работаем в январе;Дамы! Умные мужчины говорят, что кризисные времена лучше пережить в декретном отпуске.     Кто к нам за декретом?    Клиника на Кирова, 52 открыта для Вас:    3, 5, 6, 10 января с 9 до 15 ч., приём анализов с 9 до 10 ч.    9 января с 8 до 20 ч., приём анализов с 8 до 10ч.       Клиника на Г.Кусимова, 15/1 (в Дёме) открыта для Вас    9 и 10 января с 9 до 15 ч., приём анализов с 9 до 10 ч.         С 11 января клиника работает     в обычном режиме с 8 до 20 ч.    Телефон для записи на приём 8 800 775 6969  ;;
32938;;Новый 2015 год;Новости 2015;УВАЖАЕМЫЕ ПАЦИЕНТЫ!     Как Вы знаете, в нашей клинике для оказания медицинских услуг применяются лучшие расходные материалы, препараты и изделия медицинского назначения, в основном импортного производства. Поэтому, в связи с ростом курса валют, мы вынуждены поднять стоимость медицинских услуг.      До 15 января 2015 г.     медицинские услуги будут оказываться по прежним ценам.     По предварительным расчетам, стоимость услуг с 15.01.2015 возрастет в среднем на 15-20%.;;
32598;;Мама, мамочка, мамуля...;30 ноября - День МАТЕРИ;День матери – праздник великий, святой –  Сегодня проходит по свету.  Сегодня весь мир поклоняется той,  Которой счастливее нету,  Кто ночи не спал и покой наш берег  Кто сильный и праведный самый,  Наш друг и товарищ, врач и педагог…  С Днем матери, МИЛЫЕ МАМЫ!     В этом году День матери отмечается 30 ноября. Поздравляем всех мамочек нашего города, и жалем всем женщинам поскорее испытать радость материнства !;;
32597;;Генетика - наука точная;Новые генетические исследования;"Уважаемые пациенты!   В нашей клинике вы можете проконсультироваться с врачом ГЕНЕТИКОМ - Гайсиной Еленой Валерьевной и провести генетические исследования для всей семьи, включая исследование плода во время беременности. Обновленный прайс-лист в разделе ""Скачать прайс-лист"". Телефон для  записи на приём к врачу генетику 8 800 775 69 69.  ";;
32526;;Мама, мамочка, мамуля...;Приглашение...;Милые наши будущие мамы!  Поздравляем Вас с наступающим днем Матери!  В этом году ДЕНЬ МАТЕРИ отмечается 30 ноября 2014 г.  И мы к этому дню приготовили Вам подарок:  Приглашаем Вас принять участие в фотосессии «Скоро стану мамой!»  Всё это время с нами профессиональный фотограф Ольга Осокина http://vk.com/id143452972  Как будет проходить фотосессия:  Заранее продумайте желаемый вами образ. Вы приезжаете на фотостудию ко времени, которое выбрали при записи. Переодеваетесь. Фотограф с вами работает в интерьере в течение 20 минут, затем из сделанных кадров вы вместе выбираете 3 кадра, которые фотомастер обработает до предпечатного состояния. Затем обработанные фото будут отправлены Вам по эл.почте. Таким образом, вы получаете фотосессию и 3 обработанных фото в электронном виде. Если вы желаете обработать более 3-х фото – то договариваетесь с фотомастером.   Создание образа: с нами в студии мастер Лилия Хабибуллина http://m.vk.com/makeup_vizag_ufa_lilia Стоимость макияжа и укладки для фотосессии 1000 руб. Если вы планируете записаться на фотосессию на 13.00, на 13.20, на 13.40, то на макияж надо подъезжать к 12.00-12.30. Либо приехать с готовым макияжем и прической.     Итак, ПРАЗДНИЧНАЯ ФОТОСЕССИЯ ко ДНЮ Матери состоится 29 ноября (суббота) с 12 до 19 ч.  Адрес фотостудии мы вам сообщим, когда вы определитесь со временем. Оставляйте свои данные (ФИО и телефон) сотрудникам регистратуры по тел.8 800 775 69 69. И ожидайте звонка в ближайшие дни.  ;;
32525;;Пора к врачу! ;Поход к врачу - что и как?;Как вы собираетесь к врачу, например, к гинекологу? Думаете наверно, что надо сначала сдать кучу анализов, потом собрать бумажки, прийти показать, чтобы сразу получить лечение. В целом хороший подход. Но как Вы узнаете заранее какой именно анализ надо сделать? Cогласны, источников информации очень много.   Можно так сделать, и уже на приёме, врач проведет осмотр, изучит результаты, и сразу сможет назначить лечение. В нашей клинике такой подход приветствуется, даже если вы принесете результаты анализов из других клиник или лабораторий. Но тут надо иметь ввиду, что срок давности анализов может быть не более 2-х недель, и то это не ко всем анализам относится. Чтобы получить полную информацию звоните по тел.8 800 775 6969. Ждем Вас!;;
32359;;Сохраним здоровье и молодость вместе!;Как после 45 лет оставаться красивой, здоровой, бодрой и вести активную жизнь?;"Женщины всегда хотели быть красивыми, бодрыми, востребованными, в любом возрасте. Что сделать, чтобы в зрелом возрасте быть ""ягодкой опять""?   Спросить у специалиста!  В Уфе впервые собрались специалисты, занимающиеся проблемами зрелого возраста, и будущие пациентки. Врачи - гинекологи-эндокринологи, рассказали на что обращать внимание, когда и как обращаться к специалистам, как самостоятельно диагностировать здоровье? Оказалось, что причина изменений внешности и бодрости духа - гормоны. Эстроген-гормон женственности, тестостерон - гормон сексуальности, прогестерон - гормон материнства. И стоит только сохранять баланс гормонов, и самочувствие и внешний вид будут в норме. Но без присмотра специалиста не стоит это делать.   На ваши вопросы ответят специалисты клиники. Добро пожаловать! ";;
31201;;Сегодня хороший день!;Если вы живёте в Дёме, Авдоне;"Уважаемые Демчане и Авдонцы! Клиника ""Здоровье Женщины"" на ул.Генерала Кусимова 15/1 открыта для вас каждый день (кроме воскресения) с 8 до 20 ч. И сегодня следующий день нашей еженедельной акции: всем кто позвонит СЕГОДНЯ, 8 СЕНТЯБРЯ и запишется на приём к врачу или на УЗИ на любой удобный для Вас день - получит скидку 20%. Напоминаем, такие дни будут один раз в неделю, порядок выбора дня - произвольный. Следите за нашими анонсами. Телефон для записи на приём 8 800 775 6969 (звонок бесплатный). ЖДЕМ ВАС!";;
31114;;Хорошие новости сегодня;В ДЁме день скидок;"Уважаемые ДЕМЧАНЕ!   Сегодня отличный день!  ВСЕМ, кто позвонит СЕГОДНЯ, 3 СЕНТЯБРЯ, и запишется на приём к врачу или на УЗИ в клинику \""Здоровье женщины\"" (ул.Генерала Кусимова, 15/1) - будет предоставлена СКИДКА 20% на:    консультацию гинеколога, уролога, маммолога, эндокринолога, а также на все виды УЗИ, включая УЗИ по беременности (4D).     Теперь это будет традицией - один раз в неделю. Следите за анонсами на нашем сайте и в группе ДЕМЧАНЕ на сайте VK.   Телефон для записи на приём 8 800 775 6969.  И БУДЬТЕ ЗДОРОВЫ и ЛЮБИМЫ !";;
31032;;Мужчины, мы ВАС ЛЮБИМ!;О здоровье мужчин...;"Мужчины! Ваше здоровье важно для нас, женщин!   Каждому мужчине, от 18 и старше, рекомендуется посещать врача УРОЛОГА 1 раз в год, если Вам более 35 лет - то посещать врача УРОЛОГА и проводить УЗИ простаты - 1 раз в год.   Не надо далеко ходить. Всё рядом!   Дёмский филиал клиники ""Здоровье женщины"" на Г.Кусимова, 15/1  Телефон для записи на приём и УЗИ - 8 800 775 6969 (звонок с любого оператора бесплатный). Клиника работает с 8 до 20 каждый день кроме воскресения.";;
30664;;Репродуктолог рядом с домом;В Дёме тоже принимает врач репродуктолог;Уважаемые пациенты!     Если вы столкнулись с трудностями в наступлении беременности, то приглашаем Вас на собеседование с врачом репродуктологом в филиале клиники в Дёмском районе на ул.Г.Кусимова, 15/1 .  Собеседование - бесплатное, приезжайте вместе с супругом (партнером). Во время собеседования врач ознакомит Вас с возможными причинами ненаступления беременности, а также назначит план обследования.        Запись на посещение врача репродуктолога в Деме по единому номеру 8-800-775-6969  (звонок бесплатный);;
30164;;Самый хороший праздник;День семьи, любви и верности;Всероссийский праздник 8 июля – День семьи, любви и верности – появился благодаря муромскому князю Петру и его жене Февронии, которые жили в XIII веке. Эту семейную пару православные христиане почитают за покровителей семьи и брака.    Петр и Феврония стали образцами супружеской верности, взаимной любви и семейного счастья ещё при жизни. По легенде, они умерли в один день - 25 июня (по новому стилю - 8 июля) 1228 года. Их тела, положенные в разных местах, чудесным образом оказались в одном гробу, что сочли чудом. Петр и Феврония были канонизированы на церковном соборе 1547 года. Их мощи хранятся в храме Св. Троицы Свято-Троицкого монастыря в Муроме. ;;
30085;;Приём анализов;Рядом с домом;Теперь жителям Дёмы не надо выезжать в город, чтобы сдать те или иные анализы: филиал клиники на ул.Генерала Кусимова, 15/1 также ведет приём анализов и забор крови с 8 до 10 утра каждый день, кроме воскресения. О сложных анализах необходимо предупредить клинику заранее. Телефон для справок 8-800-775-6969;;
29769;;Клиника стала ближе к дому;Жителям Дёмы, Авдона, поселков Жуково, Шамонино!;"Совсем скоро начнет свою работу филиал клиники ""Здоровье женщины"" в Дёмском районе: с 16 июня жители Дёмы смогут не выезжая из своего района посетить врачей гинеколога, уролога, маммолога, эндокринолога, терапевта, сделать все виды УЗИ, все виды анализов. И наши милые будущие мамочки смогут пройти УЗИ экспертного класса в любом сроке беременности на аппарате, работающем в формате 4D. Современное оборудование, высококвалифицированные специалисты, комфортная обстановка - это всё для ВАС, уважаемые ДЕМЧАНЕ!     Не забудьте, со дня открытия и до 31 июля 2014 г. вы сможете пройти консультацию врачей и УЗИ со СКИДКОЙ 20%.    ПРИЕМ ведется по записи по единому номеру 8-800-775-6969 (звонок бесплатный). Адрес филиала клиники в Дёме - ул.Генерала Кусимова, 15/1.  ";;
29350;;Обновление каталога доноров спермы;Каталог доноров стал значительно шире;"Уважаемые пациенты! Ознакомьтесь с обновленным каталогом доноров спермы здесь. Вам надо выписать номер донора, которого вы выбираете, &nbsp;и передать своему лечащему врачу.  С уважением, администрация клиники  &nbsp;";;
29325;;УРА, мы на связи! ;8-800-775-6969 - новый номер телефона ;Уважаемые пациенты! С радостью сообщаем Вам что позвонить в клинику теперь стало намного проще - единый номер 8-800-775-6969 позволяет дозвониться в клинику с любой точки планеты, причем совершенно БЕСПЛАТНО.   Добро пожаловать в нашу клинику! ;;
28524;;Риск - благородное дело. Не всегда;А можно ли не делать забор околоплодной жидкости?;Что делать если врач рекомендует Вам дополнительное обследование во время беременности для исключения синдрома Дауна, Эдвардса, Патау?   Есть два пути:   первый - это плацентоцентез (забор ворсинок хориона) или амниоцентез (забор амниотической жидкости). Эту манипуляцию проводит специалист под контролем УЗИ. Биоматериал помещается в специальную пробирку и при соблюдении температурного режима отправляется в лабораторию для исследования. Никаких болезненных ощущений.   второй - сдать венозную кровь на такое же исследование и получить результат с такой же долей точности. Но при этом исключается риск возникновения осложнений при проникновении в плодный пузырь.   Исследования делать, безусловно, надо. Какое именно - выбирать Вам и вашему лечащему врачу. ;;
28523;;Можно или нужно?;Генетическая диагностика  - это реальность;Современная генетическая диагностика даёт ответы на многие вопросы: и при планировании беременности, и во время беременности, и в любой жизненный период женщин и мужчин. Теперь Вам не надо ехать в другой город, чтобы провести то или иное генетическое обследование. В нашей клинике мы можем Вам предложить инванизивную (анализ околоплодной жидкости или ворсин хориона) и неинвазивную ( по венозной крови матери) диагностику во время беременности: анализ хромосомных отклонений в развитии плода, определение пола, резус-фактора, плода, установление отцовства. Заметьте что эти исследования возможно провести по венозной крови матери с 9-10 недели беременности с высокой долей точности (99%), а также такие генетические исследования как: установление отцовства по венозной крови мужчины и родившегося ребенка, генетический паспорт, в котором отмечается вероятность возникновения того или иного заболевания и другие генетические исследования. На все вопросы о необходимости провести то или иное исследование вам ответит врач генетик, или гинеколог, наблюдающий вашу беременность.   ;;
28416;;Вот это новость! Плазмолифтинг;Плазмолифтинг для лечения гинекологических заболеваний;Милые дамы!  Мы внедрили новую технологию лечения заболеваний женской половой сферы - Плазмолифтинг. В гинекологии данный метод лечения является достаточно действенным и проводится в комплексе с противовирусными и противогрибковыми препаратами. Инъекции аутоплазмы в пораженную область стимулируют процесс регенерации тканей и восстановления слизистой оболочки влагалища и шейки матки. Гинекологи советуют проводить плазмолифтинг в комлексе с другими физиотерапевтическими процедурами и антибактериальными препаратами, что делает процедуру более эффективной. Плазмолифтинг способствует процессу восстановления слизистой оболочки при эрозиях, лейкоплакии, эндоцервицитах, вагинитах, краурозах. Процедура также способствует уменьшению натертостей, трещин, устраняет сухость и дискомфорт в интимной жизни и стимулирует заживление тканей при повреждениях слизистой. Спрашивайте у своего лечащего врача. ;;
28352;;Весна пришла! ;В преддверии весенних праздников;Мы поздравляем всех женщин с наступлением весны! Солнце светит всё теплее, дни становятся длинее, тюльпаны уже радуют глаз, скоро уже потекут весело ручьи!   Любовь, Солнце, Здоровье - это то что создает настроение и молодость. Как хорошо весной!   Кстати, в понедельник, 10 марта клиника открыта с 8 до 20.     С уважением,  администрация клиники;;
28172;;Вниманию будущих мам и врачей ультразвуковой диагностики!;Раннее выявление порока сердца - ЭХОКАРДИОГРАФИЯ плода ;"В марте этого года в нашей клинике будет внедрено проведение ЭХОКАРДИОГРАФИИ плода (расширенного УЗИ сердца плода).   Врожденные пороки сердца (ВПС) сложно выявить во внутриутробном периоде. Усли УЗИ было проведено специалистом без специальной подготовки, то ВПС диагностируется лишь в 0-18% случаев; при проведении расширенного УЗИ сердца плода на специальном оборудовании - в 84% случаев.    Итак, проведение ЭХОКАРДИОГРАФИИ плода у специалиста показано в случаях, если:  -у матери или отца ребенка имеется врожденный порок сердца;  -у предыдущего ребенка в семье или плода был выявлен врожденный порок сердца;  -при высоком риске синдрома Дауна;  -при диагностировании у будущей мамы повышенного давления, диабета, фенилкетонурии;  -при приёме будущей мамой антидепрессантов или противоэпилептических препаратов;  -при беременности, наступившей в результате проведения ЭКО.  Предварительная запись на исследование обязательна. Тел. для записи 8(347)248 13 56. Ждем Вас ! ";;
27989;2017-12-04 09:20:39;ЭКО по полису ОМС;Теперь и в нашей клинике можно провести ЭКО по полису ОМС. Подробности далее...;"Внимание! ЭКО по ОМС! Наша клиника включена в реестр медицинских организаций, оказывающих медицинскую помощь в системе ОМС. Разъясняющая информация приведена на нашем сайте здесь. В клинике создана комиссия, которая определяет возможность оказания медицинских услуг пациентам в рамках ""Программы государственных гарантий"". Комиссия ведет приём бесплатно, каждую 2-ю и 4-ю среду месяца с 16 до 17 часов. На комиссию записываются пары, имеющие на руках результаты обследований по списку. ";;
27046;;Поздравляем!!!;В преддверии новогодних праздников наша любимая Гульнара Талгатовна Томарова, врач акушер-гинеколог, получила высшую категорию. Поздравляем и желаем ей дальнейших профессиональных успехов!;В преддверии новогодних праздников наша любимая Гульнара Талгатовна Томарова, врач акушер-гинеколог, получила высшую категорию. Поздравляем и желаем ей дальнейших профессиональных успехов!;27.12.2013;
26980;;С наступающим Новым 2014 годом! ;"В праздничные дни клиника ""Здоровье женщины"" будет открыта для Вас...";"Уважаемые пациенты!  Поздравляем Вас с наступающим Новым 2014 годом! Грядущий год - год Лошади, трудолюбивой, целеустремленной. Этот год обещает стать наиболее удачным и прагматичным в череде последних лет. Именно поэтому мы от всего нашего медицинского коллектива желаем Вам семейного благополучия, тепла и радости в доме, детского смеха и всех-всех благ!  В праздничные дни клиника ""Здоровье женщины"" будет открыта для Вас:30, 31 декабря - с 8:00 до 14:00 ч.3, 4, 6 января - с 9:00 до 15:00 ч.Анализы принимаются 3, 4, 6 января с 9:00 до 10:30 ч.И далее с 9 января работаем в обычном режиме с 8:00 до 20:00 ч.";23.12.2013;
26979;;Внимание! Скидки!;В нашей клинике с 20 декабря 2013 г. по 31 января 2014 г. при прохождении УЗИ скидка 20% ;"Уважаемые пациенты!   В нашей клинике с 20 декабря 2013 г. по 31 января 2014 г. при прохождении УЗИ* с 8:00.до 14:00 ч. Вам будет предоставлена скидка 20%.&nbsp;*Скидка действует на все виды УЗИ кроме исследования по беременности. Подробности по тел.8(347) 248 13 56";23.12.2013;
26489;;УЗИ 5D  в Уфе!;Впервые в Уфе, в клинике «Здоровье женщины», появился ультразвуковой комбайн Voluson E8 с технологией 5D (4d-HD-LIVE).;Впервые в Уфе, в клинике «Здоровье женщины», появился ультразвуковой комбайн Voluson E8 с технологией 5D (4d-HD-LIVE).  УЗИ 4D-HD-Live - ультразвуковое исследование (УЗИ) в акушерстве, которое выполняет функцию контроля течения беременности и необходимо для раннего предупреждения любых потенциально возможных осложнений. УЗИ основано на использовании ультразвуковых волн, способных проникать внутрь организма, отражаться от тканей и создавать на экране монитора изображение. В последнее десятилетие широкое распространение получило 3D/4D-ультразвуковое исследование. Для клинического применения объемный метод стал привлекательным после появления трехмерного ультразвука, работающего в режиме реального времени. Это и есть 5D. Этот режим позволил не только быстро получить изображение, но и повысить его реальное качество, при этом оставаясь безопасным и надежным методом. 3D УЗИ — это компьютерное воссоздание трехмерного изображения на экране сканера после сканирования. Если трехмерная картина воссоздается в процессе исследования (то есть в режиме реального времени), то это исследование называют 4D-HD-Live.  ЧТО ТАКОЕ 4D-HD-Live в акушерстве и гинекологии?  В чем его отличие от «обычного» УЗИ?  В результате 2D УЗИ получают плоское изображение картинки в двух измерениях — по длине и высоте. 3D-исследование позволяет увидеть объемное изображение, то есть изображение формируется по трем параметрам: длине, высоте и глубине. Все исследование можно записать на диск, флеш-карту и тогда рутинный метод обследования превращается в съемку необыкновенного фильма с Вашим малышом в главной роли. Можно проследить за его движениями, рассмотреть любые части тела, увидеть, как он улыбается, плачет, зевает или «смущенно» прикрывает личико ручками. Изображение передается на экран практически on-line, с отставанием в несколько долей секунды.  За многие годы использования в медицинской практике двухмерного ультразвукового исследования врачи разработали систему анализа данных, полученных в ходе процедуры. Так, например, каждому сроку соответствуют определенные разме<;22.11.2013;
